
WALACE,Udinese,no
RIBERY,Fiorentina,no
VIDAL,Inter,no
OSPINA,Napoli,no
RAMSEY,Juventus,no
SANCHEZ,Inter,no
PEDRO,Roma,no
DARMIAN,Inter,no
MKHITARYAN,Roma,no
IBRAHIMOVIC,Milan,si
LUKAKU,Inter,no
ERIKSEN,Inter,no
GODIN,Cagliari,no
RONALDO,Juventus,si
SORIANO,Bologna,no
KJAER,Milan,no
BAKAYOKO,Napoli,no
LYKOGIANNIS,Cagliari,no
DABO,Benevento,no
EL YAMIQ,Genoa,no
CASTILLEJO,Milan,no
ADRIEN SILVA,Sampdoria,no
YOUNG,Inter,si
BARROW,Bologna,no
RAVAGLIA F.,Bologna,no
BUONGIORNO,Torino,no
CALIGARA,Cagliari,no
DANZI,Verona,no
PELLEGRINI LU.,Genoa,si
RECA,Crotone,no
PESSINA,Atalanta,no
SANTANDER,Bologna,no
SVANBERG,Bologna,no
CALABRESI,Bologna,no
DIJKS,Bologna,no
PAZ,Bologna,no
GUNTER,Verona,si
CRISCITO,Genoa,si
KOUAME',Fiorentina,no
MARTINEZ L.,Inter,no
ZANIOLO,Roma,no
MAGNANI,Verona,no
PROTO,Lazio,no
SPROCATI,Parma,no
RUIZ,Napoli,no
YOUNES,Napoli,no
KLUIVERT,Roma,no
COLLEY,Sampdoria,si
BREMER,Torino,no
MEITE',Torino,no
ROSATI,Torino,no
MUSSO,Udinese,no
TER AVEST,Udinese,no
DINI,Parma,no
IACOPONI,Parma,no
SCOZZARELLA,Parma,no
PROVEDEL,Spezia,no
TERRACCIANO,Fiorentina,no
DI LORENZO,Napoli,no
BENNACER,Milan,no
CAPUTO,Sassuolo,no
BOURABIA,Sassuolo,no
PUSSETTO,Udinese,no
BOGA,Sassuolo,si
KULUSEVSKI,Juventus,no
KINGSLEY,Bologna,no
SOTTIL,Cagliari,si
VLAHOVIC,Fiorentina,si
CONTINI,Napoli,no
FRATTESI,Sassuolo,no
RICCARDI,Roma,no
MONCINI,Benevento,no
BRADARIC,Cagliari,si
VIEIRA,Verona,no
TRAORE' HJ.,Sassuolo,no
MALCUIT,Napoli,no
AINA,Torino,no
DJIDJI,Crotone,no
TROOST-EKONG,Udinese,no
KLAVAN,Cagliari,no
TEODORCZYK,Udinese,no
HAKIMI,Inter,no
DANILO,Juventus,no
DALOT,Milan,no
SMALLING,Roma,no
PEREIRA A.,Lazio,no
ARTHUR,Juventus,no
LOBOTKA,Napoli,no
HERNANDEZ T.,Milan,no
ROMERO,Atalanta,no
PAQUETA',Milan,no
ZEEGELAAR,Udinese,no
OKAKA,Udinese,no
OLIVA,Cagliari,no
LERAGER,Genoa,si
IBANEZ,Roma,no
DEMIRAL,Juventus,no
DESPODOV,Cagliari,si
SCHIAPPACASSE,Sassuolo,si
MILLICO,Torino,no
NICOLUSSI CAVIGLIA,Parma,no
BRANCOLINI,Fiorentina,no
MONTIEL,Fiorentina,no
PICCOLI,Spezia,no
CORBO,Bologna,no
ARMINI,Lazio,no
JUWARA,Bologna,no
PORTANOVA,Juventus,no
RASPADORI,Sassuolo,no
WALUKIEWICZ,Cagliari,no
CASTROVILLI,Fiorentina,no
JAGIELLO,Genoa,no
ADORANTE,Parma,no
ADEKANYE,Lazio,no
ANDERSON D.,Lazio,no
SCHOUTEN,Bologna,no
VAVRO,Lazio,no
GABBIA,Milan,si
CHABOT,Spezia,no
THORSBY,Sampdoria,si
TRIPALDELLI,Cagliari,no
IGOR,Fiorentina,no
RRAHMANI,Napoli,no
AGOUME,Spezia,no
RODRIGO BECAO,Udinese,no
DENSWIL,Bologna,no
SKOV OLSEN,Bologna,no
PAU LOPEZ,Roma,no
BOCCHETTI,Verona,no
AUGELLO,Sampdoria,no
TOMIYASU,Bologna,no
HERNANI,Parma,no
JONY,Lazio,no
TOLJAN,Sassuolo,no
MALINOVSKYI,Atalanta,no
DE LIGT,Juventus,no
CARNESECCHI,Atalanta,si
COLLEY E.,Verona,no
TONALI,Milan,si
PINNA,Cagliari,no
ROVELLA,Genoa,no
ZAPPA,Cagliari,no
ESPOSITO,Inter,no
ELMAS,Napoli,si
FERIGRA,Torino,no
RAUTI,Torino,no
BERARDI A.,Verona,no
DAWIDOWICZ,Verona,no
EMPEREUR,Verona,no
KUMBULLA,Roma,no
HENDERSON L.,Verona,no
DI CARMINE,Verona,no
OBIANG,Sassuolo,no
RAFAEL LEAO,Milan,no
DUARTE,Milan,si
SCHONE,Genoa,si
NANDEZ,Cagliari,no
AGUDELO,Spezia,no
LOZANO,Napoli,no
CETIN,Verona,no
LETICA,Sampdoria,no
MULDUR,Sassuolo,no
AMRABAT,Fiorentina,no
AVOGADRI,Sampdoria,no
ANKERSEN,Genoa,no
KYRIAKOPOULOS,Sassuolo,no
OSIMHEN,Napoli,no
LOPEZ M.,Sassuolo,no
DEMME,Napoli,no
DIAZ B.,Milan,no
DIALLO,Atalanta,no
TURATI,Sassuolo,no
DOMINGUEZ,Bologna,no
CZYBORRA,Genoa,no
BREZA,Bologna,no
CARLES PEREZ,Roma,si
VILLAR,Roma,no
PEREIRO,Cagliari,no
BELLANOVA,Atalanta,no
SUTALO,Atalanta,no
TAMEZE,Verona,no
SAELEMAEKERS,Milan,no
HARASLIN,Sassuolo,no
YOSHIDA,Sampdoria,no
MALDINI,Milan,si
PIROLA,Inter,no
SINGO,Torino,no
PRODL,Udinese,no
BALDURSSON,Bologna,no
ASKILDSEN,Sampdoria,no
COLOMBO,Milan,no
CARBONI,Cagliari,no
CIOCCI,Cagliari,no
LOVATO,Verona,no
LADINETTI,Cagliari,no
MORO,Lazio,no
GAGLIANO,Cagliari,no
CALAFIORI,Roma,no
FRABOTTA,Juventus,no
DALLE MURA,Fiorentina,no
PALUMBO,Udinese,no
GORI P.,Benevento,no
MANFREDINI,Benevento,no
MONTIPO',Benevento,no
CALDIROLA,Benevento,no
FOULON,Benevento,no
TUIA,Benevento,no
VOLTA,Benevento,no
IMPROTA,Benevento,no
INSIGNE R.,Benevento,no
VICARIO,Cagliari,no
MARIN,Cagliari,no
GIGLIOTTI,Crotone,no
GOLEMIC,Crotone,no
GOMELT,Crotone,no
MUSTACCHIO,Crotone,no
MESSIAS,Crotone,no
VAGIANNIDIS,Inter,no
MCKENNIE,Juventus,no
ESCALANTE,Lazio,no
KALULU,Milan,no
RAVAGLIA,Sampdoria,no
DAMSGAARD,Sampdoria,no
AYHAN,Sassuolo,no
DESJARDINS,Spezia,no
KRAPIKAS,Spezia,no
ERLIC,Spezia,no
FERRER,Spezia,no
RAMOS,Spezia,no
VIGNALI,Spezia,no
ACAMPORA,Spezia,no
BARTOLOMEI,Spezia,no
MAGGIORE,Spezia,no
MASTINU,Spezia,no
RICCI M.,Spezia,no
GUDJOHNSEN,Spezia,no
GYASI,Spezia,no
VOJVODA,Torino,no
SEGRE,Torino,no
PANDUR,Verona,no
RUEGG,Verona,no
MOLINA N.,Udinese,no
OUWEJAN,Udinese,no
MAGALLAN,Crotone,no
MIRANCHUK,Atalanta,no
VULIC,Crotone,no
KARGBO,Crotone,no
FORESTIERI,Udinese,no
ZOET,Spezia,no
PICCINI,Atalanta,no
ILIC,Verona,no
EDUARDO HENRIQUE,Crotone,no
RIVIERE,Crotone,no
ISMAJLI,Spezia,no
DRAGUS,Crotone,no
MURIQI,Lazio,si
ASORO,Genoa,no
MAYORAL,Roma,no
AKPA AKPRO,Lazio,no
ARSLAN,Udinese,no
CRESPI,Crotone,no
ESTEVEZ,Spezia,no
LAMMERS,Atalanta,no
MOJICA,Atalanta,no
LUVUMBO,Cagliari,no
POBEGA,Spezia,no
HICKEY,Bologna,no
MALES,Genoa,si
BOER,Roma,no
ALIA,Lazio,no
VALENTI,Parma,no
HAUGE,Milan,no
SHOMURODOV,Genoa,no
LEO' SENA,Spezia,no
PALUMBO A.,Sampdoria,no
AMIONE,Verona,no
BRUNETTA,Parma,no
TRAMONI M.,Cagliari,no
SOHM,Parma,no
PALEARI,Genoa,no
MIHAILA,Parma,no
MARTINEZ QUARTA,Fiorentina,no
BUSI,Parma,no
OSORIO,Parma,no
GOJAK,Torino,no
MAKENGO,Udinese,no
BASIT,Benevento,no
BASTONI S.,Spezia,si
GASPARINI,Udinese,no
NZOLA,Spezia,no
RINALDI,Parma,no
